gene	logFC	logCPM	LR	PValue	FDR	de_family	de_method	de_type	cell_type	perturbation	condition
Mapk8	-0.132700976755672	7.59779056188714	0.582241377875455	0.445435111027814	0.951689518836464	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Jpx	-0.246608502921171	6.02042861069218	0.582023042091357	0.44552044378348	0.951689518836464	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Supt20	-0.215950772318107	6.37765959851903	0.581912314875638	0.445563729273435	0.951689518836464	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Stk39	0.117141446967635	8.29860031452262	0.581297812435292	0.445804069062726	0.95174085583503	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Sybu	0.130011961663102	8.1868129998946	0.579658318797755	0.446446280220133	0.952236645024935	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Cntln	0.180674019283697	7.01660428957155	0.579578529383298	0.446477571383623	0.952236645024935	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Man2a1	-0.16506649028714	7.57263447487598	0.578263109261435	0.44699393306825	0.952236645024935	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Atp5h	0.190109439597722	6.50030217320457	0.578196480120699	0.447020112670326	0.952236645024935	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ndufv2	0.196591354281345	6.28723787290482	0.577946414927073	0.447118388323072	0.952236645024935	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Stk4	-0.234268275620581	6.23330080761464	0.576856045585288	0.447547296013706	0.952383687704421	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
N4bp2l2	-0.139568857685244	7.68398432371189	0.576670532113521	0.447620333221078	0.952383687704421	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Mir124-2hg	-0.168090283838621	6.86758596046536	0.576064906850252	0.447858898692519	0.952430717374135	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Arhgef12	0.145355480053919	7.52778474420991	0.57411157664243	0.448629695481919	0.953609014550939	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Rasa2	0.175721766938039	6.837147718434	0.572145560588083	0.449407585230144	0.954801243366796	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Clstn1	-0.145550750247499	7.58465588240372	0.570995191875717	0.449863724457865	0.955309067381567	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Enox1	0.109339786673372	9.29583651472203	0.57033689048696	0.450125076135882	0.955402959477994	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Dnajc18	-0.216366514727831	6.28264647996166	0.568690551249176	0.450779726079113	0.955786271865505	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Gatad2b	-0.14846708216714	7.39229884060028	0.568024306839892	0.451045073978028	0.955786271865505	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Sec22a	-0.189925036818078	6.48918889093451	0.567737574849211	0.451159347021633	0.955786271865505	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Rps6kc1	-0.168976050954818	7.0105224531139	0.567699398338789	0.451174565151058	0.955786271865505	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Iqschfp	-0.264803334158445	6.09581545061819	0.566870569963886	0.451505155146413	0.956026315035715	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Heatr6	0.243214138181174	5.84306584298096	0.564798657227445	0.452333226222552	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ldlrad4	-0.102293452075955	9.27102053533208	0.563917511128317	0.452686110136464	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Fcho1	0.241004154454691	5.90786006706822	0.563856285673964	0.452710645901075	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Atr	0.242853980654764	6.07401601528958	0.562690534658351	0.45317821205097	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Mpc1	0.163211313046227	6.7712257689102	0.562034591714941	0.453441634314721	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Mras	0.242836234661194	6.00899827443012	0.561774971366535	0.453545962429966	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Rps6ka3	-0.132659682991568	8.20402165364242	0.561524459465883	0.453646666024853	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Myo9b	0.193793697009919	6.49174170167671	0.560676795911434	0.453987679697578	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Cr1l	0.226273900156603	6.03177920442456	0.560161599810819	0.454195138881603	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ypel2	-0.264166996125553	5.81455136729496	0.558674103001991	0.454794960406878	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Prr14l	0.205632778954073	6.5233061150445	0.558555674544081	0.454842769246803	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Usp53	-0.219538168963555	6.22969630459345	0.558524047465731	0.454855538240255	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Atp6v1h	-0.141904005244741	7.46755092354058	0.558437447394557	0.454890504699619	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Sacs	-0.162800009935523	7.27151331827775	0.558432555325261	0.45489248009362	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Cs	-0.216418580476449	6.16451247915296	0.558149508566187	0.455006795976395	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Cabin1	-0.16236528291158	7.21951261217207	0.556882828191867	0.455518932064424	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Bbs5	-0.221739379908745	6.09046385946592	0.555476770326031	0.456088483398649	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Tomm70a	-0.202379668501005	6.44345547077295	0.554128524422985	0.456635670897148	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Zmym6	0.219761513418239	6.2730211373237	0.553604384884995	0.456848673005139	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Cox5b	0.202032446907897	6.27407284921208	0.55321293983663	0.457007852359574	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Kat6a	-0.222589258404329	6.26381540893816	0.553038674810683	0.457078744583265	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Asah1	0.201242777593269	6.4662526139582	0.552196176797519	0.457421723449582	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Epm2a	-0.230551351785205	6.03682103288674	0.551546700973589	0.457686400790843	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Camkmt	0.165458811250781	7.91038904760705	0.55153636038898	0.457690616788167	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Timm23	-0.214549175232764	6.20443475590302	0.551284167219737	0.457793458370251	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Jakmip3	-0.172738554180394	6.70261113767018	0.550355098688513	0.458172637306105	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Brinp2	0.166165131972945	7.50617005547886	0.550344422916655	0.458176997271346	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Supt6	0.199186157669799	6.50722507246819	0.550129202853455	0.458264906728082	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ephb2	-0.191954903897351	6.49073720507642	0.549856748432788	0.458376232547629	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Vgf	-0.257247742413255	6.38788271163609	0.549769019077289	0.458412088164464	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Tbc1d32	0.177752093027072	6.58636279628155	0.549053366687829	0.458704746129976	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Lemd3	0.211140706951732	6.26785059033276	0.548447528447003	0.458952727858825	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Setd7	-0.22436212795607	6.03779091251949	0.548088541643111	0.459099768437934	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Sf3b3	-0.207232295449941	6.35840330690159	0.547633671277801	0.459286189921696	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Rheb	-0.19800066843022	6.63871241382628	0.546565955532941	0.459724247593058	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Map9	0.210306540604056	6.22332544832028	0.546349883956506	0.459812976987508	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Gm1043	-0.166062741712167	6.85408850399141	0.545278119451034	0.460253496522083	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Nol4l	0.17927318172164	6.69845106420335	0.54454111862881	0.460556808958045	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ociad2	-0.200257598484478	6.40662149377144	0.543580524532711	0.46095261735913	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Fam171a1	0.17620090505776	6.82937667373081	0.543309891035776	0.461064228130787	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Jph1	-0.155910775762045	7.27555265757934	0.542720767349568	0.46130733445006	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Tshz3	-0.135346843398092	7.64402277371044	0.540926499371057	0.462049008545024	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Bckdhb	-0.146952954196847	7.27136929816405	0.540810115269181	0.462097182233345	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Cdk11b	0.211181920344997	6.33454590545774	0.54078102556619	0.462109224286061	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Atxn1	0.0947371267784624	9.60613859258451	0.540687024143125	0.462148140783347	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Atp11b	-0.129970481179706	7.88421703797118	0.540381388415263	0.46227470970791	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ngef	0.172526653274362	6.69033662813362	0.539077717984643	0.462815201513005	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Tarsl2	0.21385857568354	6.02168901717227	0.538602272119636	0.463012568097652	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Slf1	0.156628299493934	7.18735265460188	0.537754271702671	0.463364922071519	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
B3glct	-0.277730994349877	5.96061720128976	0.537730846669582	0.463374661506461	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Cdk12	-0.160751216371383	7.01440344088598	0.537274552133571	0.463564440349764	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Afdn	-0.121086667694788	7.84439893009978	0.536877643515592	0.46372962059254	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Sertad2	-0.135867202312585	7.39285789186479	0.536728983983004	0.463791511931413	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Akap11	-0.148965884081763	7.16766183074422	0.536331485505487	0.463957066963512	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Supt5	-0.230576692758977	5.95008605897234	0.535337830578378	0.464371329162449	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Clta	0.212662932888346	6.26287801939471	0.535157142658612	0.464446722740165	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Phka2	0.171599682131224	6.92946619807314	0.535131315045618	0.464457501128337	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Sltm	-0.117897086802475	7.83369406479736	0.534215511337521	0.464839942942971	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ano6	-0.205554938617768	6.45642384724328	0.533911672371822	0.464966937942148	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Crebrf	-0.22180232962927	6.43066839758909	0.53357282435206	0.465108631001926	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Wsb1	-0.143996626827864	7.21429116742135	0.533260389736544	0.465239340156714	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Gns	-0.213234763311658	6.36567182269232	0.533157941758045	0.465282212750353	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Mlip	-0.113608326708517	8.07567915354147	0.533045125632388	0.465329431529554	0.95630523060721	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ncl	0.241498573831615	5.77312655160673	0.532461935608072	0.465573645805902	0.956360430226876	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Slc25a23	-0.214897991179839	6.34510302778578	0.531186134621301	0.466108610363789	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ube2j2	0.194596545257488	6.29555511559974	0.530921997601965	0.46621949032081	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Dnm1l	0.148493963104964	7.28661824102191	0.530137766718703	0.466548945261035	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Trpm7	-0.119791492970307	7.80758090138624	0.528611499668219	0.46719119946137	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Vwa8	-0.145743840574993	7.65223894307313	0.528507694405338	0.467234932252876	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Anxa6	0.224330113807082	5.94716554101194	0.52809173921073	0.467410238589924	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Cpne8	-0.190698142182013	6.59898537807531	0.527871563584913	0.467503075384038	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ccdc88a	-0.105238791678741	8.42871049326136	0.525540178455664	0.468487919887339	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Rmnd5a	0.188437536253585	6.29171873278812	0.525433865630276	0.468532908921787	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Sos2	0.226633655080712	6.0109253240661	0.525231932167831	0.468618381434491	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Thy1	0.152137534191453	6.99611025925597	0.525198775571909	0.468632418044403	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Rtf1	0.193692220804855	6.43785420611817	0.525120738413307	0.468665457189605	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Disp2	0.152848119155773	6.91005912683585	0.524888996795941	0.468763593354004	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Pip5k1b	-0.188654858280458	6.79088902185289	0.523545282184912	0.469333271186315	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ybx1	-0.189710574362277	6.52864069018327	0.52338562626813	0.469401032527529	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Actn4	0.189876872264907	6.47331806755904	0.522645490798368	0.469715367449421	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Tm9sf3	-0.22143845388461	6.21180113771855	0.522637646839101	0.469718700587049	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Zfp933	0.243537896625296	5.84044344624969	0.522455485724763	0.469796117116512	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Lpp	-0.164147979156538	7.32878394415148	0.522416089400672	0.469812862836235	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Dlst	0.197562528450184	6.3690981141471	0.521418804838021	0.470237086990384	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Atp5pb	-0.182160433832277	6.63279266878986	0.521410417473021	0.470240657418273	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Miga2	0.177544083222768	6.41751499460917	0.520930974665317	0.470444824686217	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Taf3	-0.211399024620276	6.32690766634718	0.520493863734622	0.470631089796272	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Nop56	-0.178947264578352	6.60439902900689	0.519892721401728	0.470887447570338	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Cd2ap	-0.189296293872575	6.68399428879069	0.519320700182881	0.471131595861624	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ppp1r2	-0.20542992366874	6.2377382579703	0.518975626956951	0.471278977739536	0.956470250024888	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Gmds	0.124269980182688	7.90536066344484	0.518018571553462	0.471688128941858	0.956681426109666	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Rpn1	-0.227194223115906	6.09492728476784	0.517480391871189	0.471918458501319	0.956681426109666	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Dclk2	0.185191880877144	6.53870567176998	0.517207516760923	0.472035312746383	0.956681426109666	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Ankrd28	0.137012066814856	7.51339380130334	0.515217511383057	0.472888916305964	0.957637190532074	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Fgf14	-0.0935436410960857	12.0305239800375	0.514237358027337	0.473310267148661	0.957637190532074	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Fbxw2	0.18419642755985	6.41343173176411	0.513515144880479	0.473621123260174	0.957637190532074	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Maea	-0.227912565730816	6.00915466800669	0.513057359525899	0.473818335318667	0.957637190532074	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Prrc2a	0.238753974838698	5.81779839866037	0.512645948596472	0.473995683076106	0.957637190532074	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Txlng	0.188475285504168	6.48442782133055	0.512212351186722	0.474182711351535	0.957637190532074	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Slc30a9	0.172097795065052	6.54896207665857	0.51209605649937	0.474232894360625	0.957637190532074	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Spred2	0.136850505158288	8.16504303229271	0.511893023897642	0.47432052681634	0.957637190532074	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Smarcc2	-0.180676912973772	6.63274864188549	0.509774397113677	0.475236534152918	0.957637190532074	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Afg1l	-0.193934914690586	6.45361842980054	0.509553071724881	0.475332391932628	0.957637190532074	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Stx12	-0.22820825873485	6.13376958652096	0.509074379158879	0.475539825007743	0.957637190532074	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Gigyf2	0.127556403810731	7.68571613936171	0.508777795496986	0.475668418219417	0.957637190532074	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Canx	-0.199265281269729	6.64225172696289	0.507889417810354	0.476053941061852	0.957637190532074	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Lsm7	0.209209726424898	6.05869621658395	0.507449295243621	0.476245126249855	0.957637190532074	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Jkamp	-0.251434574786165	5.71834300430094	0.507139009753981	0.47637998653879	0.957637190532074	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Fndc3b	0.195803832251701	6.69158032270421	0.506373222516913	0.476713089153657	0.957637190532074	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Cdadc1	-0.17396675416597	6.62998591543554	0.506277135829151	0.476754911790537	0.957637190532074	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Klf13	-0.279687076783095	5.54746783303303	0.506005949591557	0.476872980410046	0.957637190532074	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
Iqgap1	0.165177079467104	6.72786205265808	0.505636475383902	0.47703391818872	0.957637190532074	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO
