gene	logFC	logCPM	LR	PValue	FDR	de_family	de_method	de_type
Zfp799	0.09653666	5.374829691	3.293173961	0.069568421	0.257933091	pseudobulk	edgeR	LRT
Acvr1	-0.075676433	6.443399146	3.292091561	0.069614292	0.258063926	pseudobulk	edgeR	LRT
Nicn1	0.116372755	4.646138896	3.290943677	0.069662974	0.258165898	pseudobulk	edgeR	LRT
Smarcd1	0.088493471	5.81642872	3.289858499	0.069709029	0.258269631	pseudobulk	edgeR	LRT
Casp2	0.119198825	4.553653167	3.289629093	0.06971877	0.258269631	pseudobulk	edgeR	LRT
Sidt2	0.118816677	4.802021626	3.28953563	0.069722739	0.258269631	pseudobulk	edgeR	LRT
Atp5l	0.114196763	4.963172556	3.285816591	0.069880859	0.258729526	pseudobulk	edgeR	LRT
Enah	-0.05772054	7.818167912	3.285481845	0.06989511	0.258729526	pseudobulk	edgeR	LRT
Capzb	-0.093518251	5.716604066	3.274483766	0.070365061	0.260174679	pseudobulk	edgeR	LRT
Sepsecs	-0.114987272	4.69499911	3.269037641	0.070599027	0.260998453	pseudobulk	edgeR	LRT
2210016L21Rik	0.118807889	4.648584683	3.267796825	0.070652449	0.261065833	pseudobulk	edgeR	LRT
Timm23	0.112588623	4.823248358	3.267009464	0.070686371	0.261085603	pseudobulk	edgeR	LRT
Ccdc6	-0.089731484	5.485526115	3.260647887	0.070961084	0.261897035	pseudobulk	edgeR	LRT
Socs6	-0.094517596	5.62059182	3.259934112	0.070991979	0.261897035	pseudobulk	edgeR	LRT
B3gat1	0.06452963	7.114087283	3.256883982	0.07112416	0.262186342	pseudobulk	edgeR	LRT
Soga3	0.058489819	7.407842659	3.254609126	0.071222916	0.262431371	pseudobulk	edgeR	LRT
Copg1	0.090482218	5.608131742	3.250286415	0.071410978	0.262925669	pseudobulk	edgeR	LRT
Ell2	0.08456701	6.147647117	3.24535473	0.071626184	0.263410933	pseudobulk	edgeR	LRT
4933406I18Rik	-0.066646301	6.809212734	3.244065382	0.071682563	0.263567396	pseudobulk	edgeR	LRT
Senp7	0.070809729	7.251826996	3.241942921	0.071775474	0.26378974	pseudobulk	edgeR	LRT
Dnah9	0.115612949	4.970439926	3.238593793	0.071922345	0.264170262	pseudobulk	edgeR	LRT
Cul2	0.08019163	6.095171576	3.233933062	0.07212727	0.264683745	pseudobulk	edgeR	LRT
Lonp1	-0.114231026	4.757923671	3.223091739	0.072606374	0.266241569	pseudobulk	edgeR	LRT
Cul3	0.065985084	6.586394907	3.212793507	0.07306464	0.267399255	pseudobulk	edgeR	LRT
Agps	-0.091017758	5.819845434	3.211009533	0.07314434	0.267619075	pseudobulk	edgeR	LRT
Naaladl2	-0.056701213	8.093986248	3.209599065	0.07320742	0.267732774	pseudobulk	edgeR	LRT
Btaf1	0.061595536	6.91096473	3.208682879	0.073248426	0.267790534	pseudobulk	edgeR	LRT
Rbm45	-0.117342616	4.810702132	3.201614139	0.07356563	0.268708492	pseudobulk	edgeR	LRT
Tmtc2	-0.11409887	6.08467815	3.197407459	0.073755101	0.269279555	pseudobulk	edgeR	LRT
Cdc42	-0.06591837	6.702761583	3.194693334	0.073877625	0.269548866	pseudobulk	edgeR	LRT
Rnf215	-0.13143501	4.516962412	3.193197348	0.073945252	0.26961049	pseudobulk	edgeR	LRT
Tbk1	0.099050927	5.27115046	3.186506402	0.074248533	0.27038633	pseudobulk	edgeR	LRT
Gars	0.090473005	5.490840639	3.184216171	0.074352649	0.270610349	pseudobulk	edgeR	LRT
Luc7l	0.069818391	6.38387658	3.183574303	0.074381857	0.270676253	pseudobulk	edgeR	LRT
Apc	-0.056048759	8.518399431	3.173161283	0.074857424	0.271919898	pseudobulk	edgeR	LRT
Evi5l	-0.087585875	5.608912084	3.172449956	0.074890029	0.27199782	pseudobulk	edgeR	LRT
Tbc1d19	-0.068334138	6.450879485	3.169482491	0.075026216	0.272413399	pseudobulk	edgeR	LRT
Jak2	0.084231732	5.840657991	3.169469884	0.075026795	0.272413399	pseudobulk	edgeR	LRT
Ganab	0.107406125	4.97227231	3.16911699	0.075043008	0.272431703	pseudobulk	edgeR	LRT
Cnbp	0.090515926	5.545227049	3.168393485	0.07507626	0.272471291	pseudobulk	edgeR	LRT
Hnrnpc	0.079264237	6.164311995	3.167273604	0.075127761	0.272617627	pseudobulk	edgeR	LRT
Lrrc4b	0.109913202	4.763547666	3.16648668	0.075163973	0.272667878	pseudobulk	edgeR	LRT
Sec24d	-0.09022132	5.446090935	3.164574215	0.075252056	0.272946808	pseudobulk	edgeR	LRT
Wls	0.124186523	4.975431918	3.163510281	0.075301106	0.273002896	pseudobulk	edgeR	LRT
Rtf1	0.086632332	5.693184632	3.159024775	0.075508278	0.273547046	pseudobulk	edgeR	LRT
Pnpt1	-0.102642845	5.218013949	3.157318364	0.075587253	0.273755407	pseudobulk	edgeR	LRT
Nck2	0.061538596	6.887888463	3.151947342	0.07583641	0.274413243	pseudobulk	edgeR	LRT
Ogdh	0.068281278	6.933087339	3.149652236	0.075943147	0.274717939	pseudobulk	edgeR	LRT
Tbc1d12	-0.08299562	5.780718169	3.149002241	0.075973405	0.274786632	pseudobulk	edgeR	LRT
Slc25a26	-0.089156608	5.829883648	3.148325617	0.076004916	0.274819082	pseudobulk	edgeR	LRT
Uhrf2	0.073539813	6.426558891	3.147421104	0.076047063	0.274930709	pseudobulk	edgeR	LRT
Sympk	-0.078748299	6.072288008	3.142913699	0.076257466	0.275588272	pseudobulk	edgeR	LRT
Elovl4	0.108235759	4.733684267	3.140406518	0.07637477	0.275892146	pseudobulk	edgeR	LRT
Zfp821	0.111018819	4.657665987	3.139648086	0.076410293	0.275916628	pseudobulk	edgeR	LRT
Birc2	0.089943241	5.487739189	3.137683489	0.076502393	0.276208298	pseudobulk	edgeR	LRT
Cbl	-0.083373134	6.027136649	3.137084401	0.076530501	0.276227986	pseudobulk	edgeR	LRT
Zfp942	0.109721075	5.030480577	3.136058123	0.07657868	0.276360974	pseudobulk	edgeR	LRT
Sufu	-0.113117805	4.6211974	3.133151862	0.07671529	0.276755751	pseudobulk	edgeR	LRT
Cops2	0.090570124	5.367230167	3.122082134	0.077238032	0.277958886	pseudobulk	edgeR	LRT
Arpc1a	-0.089987678	5.403950315	3.12046618	0.077314662	0.278061464	pseudobulk	edgeR	LRT
Psma1	-0.113616968	5.146572275	3.115700829	0.077541115	0.278654692	pseudobulk	edgeR	LRT
Tmem63b	0.073838135	6.195736822	3.114964912	0.07757615	0.278723208	pseudobulk	edgeR	LRT
Cul4b	0.121540129	4.637824751	3.112422657	0.07769731	0.279035186	pseudobulk	edgeR	LRT
Rpe	-0.106305774	4.880742024	3.110685298	0.077780228	0.279209606	pseudobulk	edgeR	LRT
Ripor2	-0.073559132	6.486914692	3.110179256	0.077804397	0.2792362	pseudobulk	edgeR	LRT
Mtm1	-0.081904049	5.755013884	3.107182914	0.077947672	0.279646019	pseudobulk	edgeR	LRT
2610021A01Rik	0.108460423	4.84727891	3.102089466	0.078191877	0.28027472	pseudobulk	edgeR	LRT
Kcnh7	-0.035913018	11.33358648	3.100499225	0.078268289	0.280507383	pseudobulk	edgeR	LRT
Rptor	0.060555648	7.082496146	3.10015675	0.078284756	0.28050848	pseudobulk	edgeR	LRT
Dennd4c	0.084103728	5.630826234	3.099753839	0.078304133	0.280512163	pseudobulk	edgeR	LRT
Setx	0.074646005	6.267753406	3.095362368	0.078515669	0.280857357	pseudobulk	edgeR	LRT
Sipa1l1	0.047506885	8.926023743	3.093848045	0.078588757	0.281036344	pseudobulk	edgeR	LRT
Aldh7a1	-0.109010064	4.990909092	3.09254624	0.078651645	0.281137551	pseudobulk	edgeR	LRT
Rnf157	-0.066415257	6.63926892	3.087316857	0.078904818	0.281859391	pseudobulk	edgeR	LRT
Zfp846	-0.121032775	4.602920569	3.083398012	0.079095118	0.282391573	pseudobulk	edgeR	LRT
Gle1	0.115762413	4.67533459	3.077404396	0.079387126	0.282956553	pseudobulk	edgeR	LRT
Ptpdc1	-0.099544719	5.396483065	3.07596145	0.079457599	0.28309995	pseudobulk	edgeR	LRT
Setd4	-0.09864015	5.139410569	3.075656749	0.07947249	0.28309995	pseudobulk	edgeR	LRT
Pot1a	0.097399829	5.150909326	3.075532482	0.079478563	0.28309995	pseudobulk	edgeR	LRT
Kcmf1	-0.075531635	6.107252689	3.073000221	0.079602437	0.283258818	pseudobulk	edgeR	LRT
Tmbim6	0.10496107	5.267536031	3.069311259	0.079783267	0.283743623	pseudobulk	edgeR	LRT
Ccdc186	0.091252497	5.496378466	3.068061572	0.079844626	0.283903646	pseudobulk	edgeR	LRT
Cacng7	-0.109777465	4.918050751	3.067208978	0.079886517	0.283928395	pseudobulk	edgeR	LRT
Gucy1b2	0.107046171	4.861125664	3.065960356	0.079947909	0.284022402	pseudobulk	edgeR	LRT
Atp6v1b2	0.060574146	6.958690423	3.059277681	0.080277348	0.285026665	pseudobulk	edgeR	LRT
Slc4a3	-0.087107076	6.073849719	3.058799988	0.080300953	0.285068969	pseudobulk	edgeR	LRT
E2f6	-0.111666417	4.699605354	3.056694648	0.080405077	0.285355524	pseudobulk	edgeR	LRT
Ift81	0.088197446	5.535117467	3.056041338	0.080437417	0.285428758	pseudobulk	edgeR	LRT
Sacm1l	-0.064650174	6.597853121	3.054287738	0.080524294	0.2856539	pseudobulk	edgeR	LRT
Rcan2	0.105574856	6.495878051	3.040707428	0.081200523	0.287425572	pseudobulk	edgeR	LRT
Mfap3l	-0.113466406	5.075209232	3.032885223	0.081592807	0.288241858	pseudobulk	edgeR	LRT
Aars	0.109638125	4.860276765	3.032273833	0.081623554	0.288295244	pseudobulk	edgeR	LRT
Arf3	0.083440119	6.143604575	3.027413721	0.081868418	0.288898225	pseudobulk	edgeR	LRT
Nyap2	-0.063124759	8.001043993	3.026273358	0.081925987	0.289028528	pseudobulk	edgeR	LRT
Ints10	-0.087452136	5.740417457	3.023738148	0.082054128	0.289396863	pseudobulk	edgeR	LRT
Ndufaf5	-0.095621687	5.33908513	3.019162963	0.082285927	0.289795252	pseudobulk	edgeR	LRT
Slc4a4	-0.11495402	5.280839502	3.016440646	0.082424187	0.290198353	pseudobulk	edgeR	LRT
Polr2b	0.127549496	4.579776922	3.014895102	0.082502793	0.290433175	pseudobulk	edgeR	LRT
Zfyve9	0.053981563	7.475566585	3.013997928	0.08254846	0.290495615	pseudobulk	edgeR	LRT
Atp13a1	0.099368961	5.318225317	3.013844574	0.082556269	0.290495615	pseudobulk	edgeR	LRT
Slc48a1	0.104705229	5.014963438	3.011308916	0.082685497	0.290698652	pseudobulk	edgeR	LRT
Daam1	-0.071657075	6.23921127	3.010362777	0.082733773	0.290777598	pseudobulk	edgeR	LRT
Lrrc49	-0.07999523	6.073140251	3.009225332	0.08279185	0.290862881	pseudobulk	edgeR	LRT
Atraid	0.105932428	4.81547373	3.007159486	0.082897443	0.291040779	pseudobulk	edgeR	LRT
Dtx1	-0.109847975	4.814566943	3.007067193	0.082902163	0.291040779	pseudobulk	edgeR	LRT
Clk2	0.09397222	5.246595009	3.004244429	0.083046689	0.29125464	pseudobulk	edgeR	LRT
Stx18	-0.084416846	6.002335257	2.997947901	0.083370053	0.292094648	pseudobulk	edgeR	LRT
Azi2	0.099905183	5.350978021	2.997230187	0.083406998	0.292182108	pseudobulk	edgeR	LRT
Cbx1	0.103299909	4.878604706	2.99664254	0.083437261	0.292246139	pseudobulk	edgeR	LRT
Glrb	0.073223646	6.894437108	2.992938653	0.083628279	0.292704979	pseudobulk	edgeR	LRT
Dennd6b	0.08066798	5.821098935	2.988514952	0.083857039	0.293206327	pseudobulk	edgeR	LRT
Tulp4	0.061333671	7.145817574	2.985769542	0.08399935	0.293582365	pseudobulk	edgeR	LRT
Ap1m1	-0.110935052	4.826872017	2.984539824	0.084063179	0.293679171	pseudobulk	edgeR	LRT
Tecpr2	-0.075404384	6.066878912	2.98300263	0.084143041	0.293870818	pseudobulk	edgeR	LRT
Map3k13	0.086697121	6.080974569	2.981075297	0.084243287	0.294013532	pseudobulk	edgeR	LRT
Mapre3	0.058076766	6.9831199	2.980739008	0.084260792	0.294032542	pseudobulk	edgeR	LRT
Ahcyl1	0.062420082	6.883693819	2.9748639	0.08456724	0.294764457	pseudobulk	edgeR	LRT
Svop	0.067186106	6.880090052	2.972245654	0.084704196	0.294904602	pseudobulk	edgeR	LRT
Ccnl1	0.073004546	6.29511242	2.971261691	0.084755728	0.295041889	pseudobulk	edgeR	LRT
Galnt11	0.062564243	6.954075666	2.970389865	0.084801415	0.295158794	pseudobulk	edgeR	LRT
Ank1	-0.101488419	5.057854062	2.966379295	0.085011929	0.295764857	pseudobulk	edgeR	LRT
Psmd13	0.095893457	5.291545103	2.962920184	0.08519395	0.296355845	pseudobulk	edgeR	LRT
Elovl6	-0.082757145	6.438825413	2.961550389	0.085266146	0.296564681	pseudobulk	edgeR	LRT
Ogfod1	0.080872384	5.778530433	2.957593525	0.085475068	0.297164177	pseudobulk	edgeR	LRT
Sumo2	0.103186984	4.867201275	2.954602731	0.085633349	0.297502382	pseudobulk	edgeR	LRT
Prr3	-0.116637363	4.67157416	2.947603395	0.086005014	0.298580229	pseudobulk	edgeR	LRT
Adcy5	-0.089658745	5.568034926	2.94020918	0.086399543	0.299694576	pseudobulk	edgeR	LRT
Tob1	0.11033323	4.666885643	2.939409833	0.086442311	0.299761555	pseudobulk	edgeR	LRT
Scfd2	-0.057518541	7.053534696	2.93938876	0.086443439	0.299761555	pseudobulk	edgeR	LRT
Usp16	0.085537721	5.633936355	2.937262102	0.086557335	0.299958545	pseudobulk	edgeR	LRT
Ppp2r5c	0.057837102	6.938177612	2.935347186	0.08666003	0.300201512	pseudobulk	edgeR	LRT
Rcor1	-0.082565666	5.867356919	2.934028135	0.086730846	0.300331109	pseudobulk	edgeR	LRT
Zc3h12c	0.099745939	5.015091305	2.928578835	0.087024067	0.301132664	pseudobulk	edgeR	LRT
Clu	0.113335906	4.75864257	2.927600639	0.087076817	0.30120403	pseudobulk	edgeR	LRT
Ppfia2	0.037849552	9.783903827	2.927117867	0.087102863	0.30120403	pseudobulk	edgeR	LRT
Rasl11b	0.131390036	4.627563048	2.925856796	0.08717094	0.30134156	pseudobulk	edgeR	LRT
Med1	0.106228394	4.871799416	2.922340499	0.087361065	0.301718579	pseudobulk	edgeR	LRT
Plcg1	-0.084336764	5.502428724	2.921987739	0.087380163	0.301718579	pseudobulk	edgeR	LRT
Rsbn1	0.078721749	5.941494707	2.91792397	0.087600502	0.302355023	pseudobulk	edgeR	LRT
Cyp46a1	-0.098932268	5.290516535	2.911522444	0.087948816	0.303182862	pseudobulk	edgeR	LRT
Nono	0.107022362	4.853909835	2.906774155	0.088208145	0.303443723	pseudobulk	edgeR	LRT
Cand1	0.082690324	5.633782885	2.900358335	0.088559864	0.303443723	pseudobulk	edgeR	LRT
Mfsd14b	0.103980832	5.467551339	2.897246918	0.08873098	0.303443723	pseudobulk	edgeR	LRT
Pnpla8	0.059562538	6.908499738	2.894491993	0.08888279	0.303443723	pseudobulk	edgeR	LRT
Srsf11	-0.050190137	7.951459895	2.879747887	0.089700065	0.303443723	pseudobulk	edgeR	LRT
N4bp2l1	0.070855739	6.364524417	2.879668981	0.089704461	0.303443723	pseudobulk	edgeR	LRT
Scn1a	0.047951274	8.122186534	2.87595285	0.089911742	0.303443723	pseudobulk	edgeR	LRT
C2cd5	-0.064173925	7.523003787	2.875044215	0.089962504	0.303443723	pseudobulk	edgeR	LRT
Kdm3b	0.084200461	5.944246924	2.869685006	0.090262535	0.303443723	pseudobulk	edgeR	LRT
Tiprl	-0.08865277	5.346585938	2.867016304	0.090412344	0.303443723	pseudobulk	edgeR	LRT
Naa15	0.079953623	6.196383232	2.866287406	0.090453308	0.303443723	pseudobulk	edgeR	LRT
Trim11	-0.09947103	4.940374072	2.863389199	0.090616387	0.303443723	pseudobulk	edgeR	LRT
Rnft2	-0.098979014	5.01385783	2.863372144	0.090617348	0.303443723	pseudobulk	edgeR	LRT
Sun1	-0.068092851	6.34636195	2.860331597	0.090788781	0.303443723	pseudobulk	edgeR	LRT
Sf3b3	0.086081185	5.622302051	2.86029588	0.090790797	0.303443723	pseudobulk	edgeR	LRT
Pde3b	-0.07175895	6.538050676	2.858174991	0.090910589	0.303443723	pseudobulk	edgeR	LRT
Scamp5	0.074662877	5.978486497	2.857246804	0.090963069	0.303443723	pseudobulk	edgeR	LRT
Arhgap21	0.05148505	7.620514191	2.849467896	0.091404184	0.303443723	pseudobulk	edgeR	LRT
Slc25a33	0.11680951	4.57997822	2.845444656	0.09163324	0.303443723	pseudobulk	edgeR	LRT
Adra1b	0.111271632	4.980593915	2.844262859	0.091700641	0.303443723	pseudobulk	edgeR	LRT
Zfp950	-0.069000224	6.966480445	2.84394956	0.091718519	0.303443723	pseudobulk	edgeR	LRT
Ctsa	0.110612523	4.911789033	2.838362872	0.092037943	0.303443723	pseudobulk	edgeR	LRT
Ptchd1	0.080459179	6.05632858	2.838324471	0.092040143	0.303443723	pseudobulk	edgeR	LRT
Mrps28	0.094536929	5.211858318	2.83724898	0.092101775	0.303443723	pseudobulk	edgeR	LRT
Clasp2	0.050763058	8.334746286	2.834680833	0.092249128	0.303443723	pseudobulk	edgeR	LRT
Mbnl1	0.056879315	7.24540322	2.833786952	0.092300476	0.303443723	pseudobulk	edgeR	LRT
A330102I10Rik	-0.075372301	6.401568331	2.83372782	0.092303874	0.303443723	pseudobulk	edgeR	LRT
Pbrm1	0.067131954	6.256129152	2.823213326	0.092910232	0.303443723	pseudobulk	edgeR	LRT
Slc30a5	0.098682847	5.243392497	2.820961937	0.093040629	0.303443723	pseudobulk	edgeR	LRT
Sin3b	-0.112800445	4.771257898	2.819668015	0.093115661	0.303443723	pseudobulk	edgeR	LRT
Rabgef1	0.097483101	5.170118945	2.818806382	0.093165662	0.303443723	pseudobulk	edgeR	LRT
Slc25a23	-0.076030895	5.811284866	2.815971335	0.093330386	0.303443723	pseudobulk	edgeR	LRT
Agrn	0.095468576	5.132239817	2.814363003	0.093423976	0.303443723	pseudobulk	edgeR	LRT
Ptk2b	0.059844183	7.567786656	2.813097689	0.093497677	0.303443723	pseudobulk	edgeR	LRT
Nxpe4	-0.061469093	6.656533287	2.810739414	0.093635209	0.303443723	pseudobulk	edgeR	LRT
B4galt6	0.093838814	5.427822036	2.809260467	0.093721571	0.303443723	pseudobulk	edgeR	LRT
Lman2l	-0.094466153	5.17209806	2.808908972	0.09374211	0.303443723	pseudobulk	edgeR	LRT
Zmym2	0.057516549	7.047562253	2.806789092	0.09386608	0.303443723	pseudobulk	edgeR	LRT
Pcm1	0.053858576	7.324278166	2.806445162	0.09388621	0.303443723	pseudobulk	edgeR	LRT
Adipor2	0.107990513	4.557913233	2.806014064	0.093911448	0.303443723	pseudobulk	edgeR	LRT
Cd46	0.071875606	6.28998542	2.803935112	0.094033262	0.303443723	pseudobulk	edgeR	LRT
Fnip1	0.066407171	6.593407728	2.799689105	0.094282587	0.303443723	pseudobulk	edgeR	LRT
Pcdh7	0.044782866	10.5387701	2.798830217	0.094333108	0.303443723	pseudobulk	edgeR	LRT
Neurl1b	-0.109162342	4.939538216	2.79794863	0.094384995	0.303443723	pseudobulk	edgeR	LRT
Ppp1r14c	-0.0969924	5.678503813	2.792677932	0.094695858	0.303443723	pseudobulk	edgeR	LRT
Gm9833	0.103346853	4.745646614	2.792050609	0.094732931	0.303443723	pseudobulk	edgeR	LRT
C2cd2l	0.121175725	4.785136271	2.790403216	0.094830363	0.303443723	pseudobulk	edgeR	LRT
Ankmy2	-0.10180864	4.885691444	2.787074202	0.095027585	0.303443723	pseudobulk	edgeR	LRT
Cog4	0.105799383	4.960544499	2.78443447	0.095184289	0.303443723	pseudobulk	edgeR	LRT
Csmd3	-0.046946159	10.21852208	2.779039164	0.095505449	0.303443723	pseudobulk	edgeR	LRT
Wac	0.061778959	7.095026652	2.778109234	0.095560923	0.303443723	pseudobulk	edgeR	LRT
Abl2	-0.05886515	6.861571706	2.772864738	0.095874436	0.303443723	pseudobulk	edgeR	LRT
Cdv3	-0.109117151	4.582051045	2.771308587	0.095967677	0.303443723	pseudobulk	edgeR	LRT
Uba5	-0.089070944	5.2418001	2.770771853	0.09599986	0.303443723	pseudobulk	edgeR	LRT
Srcin1	0.063149299	7.424492941	2.768765911	0.096120241	0.303443723	pseudobulk	edgeR	LRT
Fam160a2	-0.079040634	5.989363061	2.765385573	0.096323476	0.303443723	pseudobulk	edgeR	LRT
Riok1	0.119630804	4.926579845	2.764711683	0.096364047	0.303443723	pseudobulk	edgeR	LRT
Eef1a1	0.073410271	6.03575842	2.758591978	0.096733341	0.303443723	pseudobulk	edgeR	LRT
Phf6	0.085637304	5.57368871	2.756555841	0.096856553	0.303443723	pseudobulk	edgeR	LRT
Scd2	0.080668713	5.584167126	2.750016136	0.097253447	0.303443723	pseudobulk	edgeR	LRT
Fbxl12	0.084577607	5.510025053	2.749099988	0.097309189	0.303443723	pseudobulk	edgeR	LRT
Fam76a	-0.097396328	4.971017886	2.74619418	0.097486222	0.303443723	pseudobulk	edgeR	LRT
Atg16l1	0.073886797	5.951258763	2.739329737	0.097905825	0.303443723	pseudobulk	edgeR	LRT
Cse1l	0.09965006	4.911656161	2.73885816	0.097934723	0.303443723	pseudobulk	edgeR	LRT
Ndufb10	0.110719509	4.572029988	2.73671538	0.09806615	0.303443723	pseudobulk	edgeR	LRT
Mrpl41	-0.084516227	5.522442544	2.736684049	0.098068073	0.303443723	pseudobulk	edgeR	LRT
Rab1a	0.096156913	5.069100703	2.736580088	0.098074455	0.303443723	pseudobulk	edgeR	LRT
Ywhae	0.07177188	6.189834687	2.730981685	0.098418773	0.303443723	pseudobulk	edgeR	LRT
Ppp1r12c	0.090184902	5.463994473	2.73042173	0.098453284	0.303443723	pseudobulk	edgeR	LRT
Wdr75	-0.091392049	5.250187039	2.729799075	0.098491675	0.303443723	pseudobulk	edgeR	LRT
Arpc2	-0.065540817	6.336035474	2.729211692	0.098527907	0.303443723	pseudobulk	edgeR	LRT
Dnajc7	0.066790394	6.272970896	2.727202278	0.098651963	0.303443723	pseudobulk	edgeR	LRT
Cstf3	0.061595796	6.915613819	2.718506654	0.099190777	0.303443723	pseudobulk	edgeR	LRT
Senp1	0.09754591	4.932274944	2.717371253	0.099261367	0.303443723	pseudobulk	edgeR	LRT
Exoc7	0.08850286	5.208026081	2.715821146	0.09935783	0.303612363	pseudobulk	edgeR	LRT
Wdr36	-0.094186621	5.008465915	2.714963538	0.099411242	0.30370122	pseudobulk	edgeR	LRT
Cemip2	-0.105926921	4.951685748	2.712106467	0.099589409	0.303927238	pseudobulk	edgeR	LRT
Senp5	0.071899279	6.182585601	2.709361361	0.099760922	0.303965847	pseudobulk	edgeR	LRT
Syngr1	0.071675018	6.161458513	2.70918265	0.099772099	0.303965847	pseudobulk	edgeR	LRT
Inpp4b	-0.092856985	8.069862118	2.705484614	0.100003689	0.304294293	pseudobulk	edgeR	LRT
Sorbs1	0.054677551	7.917245309	2.704695342	0.100053194	0.304327944	pseudobulk	edgeR	LRT
Gpr89	-0.098229884	4.974862174	2.701624944	0.100246029	0.304585657	pseudobulk	edgeR	LRT
Cplx1	-0.080505201	5.84836995	2.700369952	0.100324964	0.304658061	pseudobulk	edgeR	LRT
Slco3a1	-0.065063638	7.003796627	2.697520057	0.100504468	0.304766638	pseudobulk	edgeR	LRT
Ppp1r16b	-0.077834683	5.741229797	2.695923397	0.100605189	0.304828222	pseudobulk	edgeR	LRT
Gas2l1	0.111342454	4.571289851	2.693589774	0.100752597	0.305234292	pseudobulk	edgeR	LRT
Iglon5	0.104070947	4.578613348	2.692865062	0.100798423	0.305261991	pseudobulk	edgeR	LRT
Spred1	0.056906439	7.38926361	2.690976674	0.10091794	0.305510112	pseudobulk	edgeR	LRT
Smap2	-0.070134216	6.38983842	2.689111865	0.101036115	0.305716054	pseudobulk	edgeR	LRT
Pard3	-0.065672308	6.677040926	2.688207133	0.101093504	0.305775875	pseudobulk	edgeR	LRT
Raph1	-0.050767273	7.554879128	2.687687787	0.101126463	0.305799704	pseudobulk	edgeR	LRT
Lmo3	0.059427075	6.789760524	2.685466929	0.101267538	0.306074481	pseudobulk	edgeR	LRT
Dcun1d4	-0.082563733	5.630541538	2.685115065	0.101289909	0.306075411	pseudobulk	edgeR	LRT
Usp11	0.078713643	5.745943691	2.678719085	0.101697499	0.306955504	pseudobulk	edgeR	LRT
Pcgf6	-0.086037477	5.487378156	2.67633836	0.101849671	0.307376761	pseudobulk	edgeR	LRT
Golph3	0.091254609	5.173686186	2.67146197	0.10216214	0.307964135	pseudobulk	edgeR	LRT
Sec63	0.070264074	6.31354153	2.671345592	0.10216961	0.307964135	pseudobulk	edgeR	LRT
Ski	-0.07492667	6.056873715	2.671330307	0.102170591	0.307964135	pseudobulk	edgeR	LRT
Tnks2	0.058919416	6.773393671	2.668389051	0.102359584	0.308457545	pseudobulk	edgeR	LRT
Dazap1	0.101338419	4.862190158	2.667010896	0.10244827	0.308610385	pseudobulk	edgeR	LRT
Dlg3	0.078958181	5.606445358	2.666685554	0.102469219	0.308635363	pseudobulk	edgeR	LRT
Lonp2	0.059508313	6.755804927	2.663495028	0.102674902	0.309102159	pseudobulk	edgeR	LRT
Cox10	0.0906764	5.350698352	2.661832217	0.102782277	0.309387216	pseudobulk	edgeR	LRT
Rab11fip5	-0.110893414	4.621055747	2.66143475	0.102807962	0.309395421	pseudobulk	edgeR	LRT
Hpca	0.096371992	5.079818053	2.657042804	0.103092239	0.31009484	pseudobulk	edgeR	LRT
Map2k2	0.065067827	6.314886241	2.656670939	0.103116348	0.310096148	pseudobulk	edgeR	LRT
Prepl	-0.053105211	7.569146552	2.65554465	0.103189407	0.310191892	pseudobulk	edgeR	LRT
Kcnq2	0.046418203	7.817677347	2.655472039	0.103194119	0.310191892	pseudobulk	edgeR	LRT
Ndufs4	0.067222551	6.408957598	2.649968758	0.103551931	0.311044556	pseudobulk	edgeR	LRT
Jakmip1	-0.068132346	6.182794759	2.64573057	0.103828416	0.311627641	pseudobulk	edgeR	LRT
Fam234b	0.07428517	6.003310259	2.643811388	0.103953882	0.311874436	pseudobulk	edgeR	LRT
Oxct1	0.051048687	7.517327911	2.641977901	0.104073901	0.312157698	pseudobulk	edgeR	LRT
Spats2	-0.086024471	5.488770227	2.639513832	0.104235437	0.312526882	pseudobulk	edgeR	LRT
Myh10	-0.056001599	7.170379793	2.63794873	0.104338182	0.312796481	pseudobulk	edgeR	LRT
Ptpn1	-0.077353572	5.741665359	2.635512683	0.104498324	0.313097874	pseudobulk	edgeR	LRT
Med10	0.110809391	4.510255827	2.635170115	0.104520865	0.313113182	pseudobulk	edgeR	LRT
Xrcc4	0.064613048	6.542673769	2.630557626	0.104824893	0.313568122	pseudobulk	edgeR	LRT
Uri1	-0.058142233	6.791359167	2.628838548	0.104938451	0.313583432	pseudobulk	edgeR	LRT
Chd1	0.080803997	5.603834082	2.626909645	0.105066031	0.313897963	pseudobulk	edgeR	LRT
Hgsnat	-0.106248111	4.652517981	2.626274001	0.105108111	0.313958203	pseudobulk	edgeR	LRT
Tmem132b	0.046143775	8.497542789	2.624126018	0.105250444	0.314247715	pseudobulk	edgeR	LRT
Ubqln4	-0.110800224	4.5387248	2.623929964	0.105263445	0.314247715	pseudobulk	edgeR	LRT
Ppp2r2d	-0.10049915	4.874785659	2.619914017	0.105530159	0.314898792	pseudobulk	edgeR	LRT
Slc6a8	0.096155125	4.898954159	2.618830229	0.105602264	0.314959786	pseudobulk	edgeR	LRT
Reep1	-0.056557359	7.523054202	2.618440443	0.10562821	0.314960125	pseudobulk	edgeR	LRT
